Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Product rating count (product.metafields.reviews.rating_count),Age group (product.metafields.shopify.age-group),Color (product.metafields.shopify.color-pattern),Size (product.metafields.shopify.size),Sleeve length type (product.metafields.shopify.sleeve-length-type),Target gender (product.metafields.shopify.target-gender),Top length type (product.metafields.shopify.top-length-type),Snowboard binding mount (product.metafields.test_data.binding_mount),Snowboard length (product.metafields.test_data.snowboard_length),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / Canada,Price / Canada,Compare At Price / Canada,Status
k2-amp-72-mens-skis-flat-2015,72 Skis,"<p><em>This is a demonstration store. You can purchase products like this from <a href=""//skiandscuba.com"" target=""_blank"">The Ski Chalet &amp; Treasure Cove Scuba</a>.</em></p><ul>
<li>
<span style=""line-height: 1.5;"">Radius:</span><span style=""line-height: 1.5;""> 14m @ 167</span>
</li>
<li>
<span style=""line-height: 1.5;"">Construction:</span><span style=""line-height: 1.5;""> Mod Technology, Cap Construction, Composite Core</span>
</li>
<li>
<span style=""line-height: 1.5;"">Features:</span><span style=""line-height: 1.5;""> Mod Technology</span>
</li>
<li><span style=""line-height: 1.2;"">*Graphic colors may vary</span></li>
<li><strong style=""line-height: 1.2;"">*SKI ONLY-NO BINDING</strong></li>
</ul>",K2,,Skis,Skis,true,Size,167cm,,,,,,,,,11339.990686948,shopify,deny,manual,225.00,324.00,true,true,,,,,'012356011296,https://cdn.shopify.com/s/files/1/0976/2819/3061/files/72-skis-linhnguyen4-1.jpg?v=1778661102,1,72 Skis - linhnguyen4,false,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0976/2819/3061/files/72-skis-linhnguyen4-1.jpg?v=1778661102,lb,,,,,,active
k2-amp-76-mens-skis-m3-10-bindings-2015,76 Skis,"<p><em>This is a demonstration store. You can purchase products like this from <a href=""//skiandscuba.com"" target=""_blank"">The Ski Chalet &amp; Treasure Cove Scuba</a>.</em></p><div class=""attribute"">
<ul>
<li>
<span class=""label"" style=""line-height: 1.5;"">Ski Gear Intended Use: </span><span class=""value"" style=""line-height: 1.5;"">All Mountain</span>
</li>
<li>
<span class=""label"" style=""line-height: 1.5;"">Type: </span><span class=""value"" style=""line-height: 1.5;"">Groomer/On Trail Skis (&lt;85mm)</span>
</li>
<li>
<span class=""label"" style=""line-height: 1.5;"">Bindings Included: </span><span class=""value"" style=""line-height: 1.5;"">Yes</span>
</li>
<li>
<span class=""label"" style=""line-height: 1.5;"">What Binding is Included?: </span><span class=""value"" style=""line-height: 1.5;"">K2/Marker M3 10</span>
</li>
<li>
<span class=""label"" style=""line-height: 1.5;"">Binding DIN: </span><span class=""value"" style=""line-height: 1.5;"">3-10</span>
</li>
<li>
<span class=""label"" style=""line-height: 1.5;"">Binding Weight Range: </span><span class=""value"" style=""line-height: 1.5;"">95-195 lbs</span>
</li>
<li>
<span class=""label"" style=""line-height: 1.5;"">Waist Width: </span><span class=""value"" style=""line-height: 1.5;"">76mm</span>
</li>
<li>
<span class=""label"" style=""line-height: 1.5;"">Tip/Waist/Tail Widths: </span><span class=""value"" style=""line-height: 1.5;"">120/76/105 (@170cm)</span>
</li>
<li>
<span class=""label"" style=""line-height: 1.5;"">Tail Profile: </span><span class=""value"" style=""line-height: 1.5;"">Flared</span>
</li>
<li>
<span class=""label"" style=""line-height: 1.5;"">Rocker: </span><span class=""value"" style=""line-height: 1.5;"">Tip Rocker/Camber</span>
</li>
<li>
<span class=""label"" style=""line-height: 1.5;"">Turn Radius: </span><span class=""value"" style=""line-height: 1.5;"">11-15</span>
</li>
<li>
<span class=""label"" style=""line-height: 1.5;"">Actual Turn Radius @ Specified Length: </span><span class=""value"" style=""line-height: 1.5;"">15m (@170cm)</span>
</li>
<li>
<span class=""label"" style=""line-height: 1.5;"">Construction Type: </span><span class=""value"" style=""line-height: 1.5;"">Cap/Sidewall</span>
</li>
<li>
<span class=""label"" style=""line-height: 1.5;"">Core Material: </span><span class=""value"" style=""line-height: 1.5;"">Composite</span>
</li>
<li>
<span class=""label"" style=""line-height: 1.5;"">Base Material: </span><span class=""value"" style=""line-height: 1.5;"">Sintered</span>
</li>
<li>
<span class=""label"" style=""line-height: 1.5;"">Used: </span><span class=""value"" style=""line-height: 1.5;"">No</span>
</li>
<li>
<span class=""label"" style=""line-height: 1.5;"">Titanium: </span><span class=""value"" style=""line-height: 1.5;"">No</span>
</li>
<li>
<span class=""label"" style=""line-height: 1.5;"">Special Features: </span><span class=""value"" style=""line-height: 1.5;"">Progressive Sidecut</span>
</li>
<li>
<span class=""label"" style=""line-height: 1.5;"">Special Features: </span><span class=""value"" style=""line-height: 1.5;"">Glass Web</span>
</li>
<li>
<span class=""value"" style=""line-height: 1.5;""><span class=""value"">*</span></span><span class=""value"" style=""line-height: 1.5;"">Graphic colors may vary</span>
</li>
</ul>
</div>",K2,,Skis,Skis,true,Size,170cm,,,,,,,,'12341241234,11339.990686948,shopify,deny,manual,399.00,600.00,true,true,,,,,'886745163442,https://cdn.shopify.com/s/files/1/0976/2819/3061/files/76-skis-linhnguyen4-1.jpg?v=1778661101,1,76 Skis - linhnguyen4,false,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0976/2819/3061/files/76-skis-linhnguyen4-1.jpg?v=1778661101,lb,,,,,,active
k2-amp-rictor-90xti-mens-skis-mxc-14-bindings-2015,Rictor 90XTI Skis,"<p><em>This is a demonstration store. You can purchase products like this from <a href=""//skiandscuba.com"" target=""_blank"">The Ski Chalet &amp; Treasure Cove Scuba</a>.</em></p><div class=""attribute"">
<ul>
<li>
<span class=""label"" style=""line-height: 1.5;"">Ski Gear Intended Use: </span><span class=""value"" style=""line-height: 1.5;"">All Mountain</span>
</li>
<li>
<span class=""label"" style=""line-height: 1.5;"">Type: </span><span class=""value"" style=""line-height: 1.5;"">All-Mountain Skis (85-95mm)</span>
</li>
<li>
<span class=""label"" style=""line-height: 1.5;"">Bindings Included: </span><span class=""value"" style=""line-height: 1.5;"">Yes</span>
</li>
<li>
<span class=""label"" style=""line-height: 1.5;"">What Binding is Included?: </span><span class=""value"" style=""line-height: 1.5;"">MXC 14.0 TCX</span>
</li>
<li>
<span class=""label"" style=""line-height: 1.5;"">Binding DIN: </span><span class=""value"" style=""line-height: 1.5;"">14</span>
</li>
<li>
<span class=""label"" style=""line-height: 1.5;"">Waist Width: </span><span class=""value"" style=""line-height: 1.5;"">90mm</span>
</li>
<li>
<span class=""label"" style=""line-height: 1.5;"">Tip/Waist/Tail Widths: </span><span class=""value"" style=""line-height: 1.5;"">132/90/115mm</span>
</li>
<li>
<span class=""label"" style=""line-height: 1.5;"">Tail Profile: </span><span class=""value"" style=""line-height: 1.5;"">Flared</span>
</li>
<li>
<span class=""label"" style=""line-height: 1.5;"">Rocker: </span><span class=""value"" style=""line-height: 1.5;"">Tip Rocker/Camber</span>
</li>
<li>
<span class=""label"" style=""line-height: 1.5;"">Flex: </span><span class=""value"" style=""line-height: 1.5;"">Stiff</span>
</li>
<li>
<span class=""label"" style=""line-height: 1.5;"">Turn Radius: </span><span class=""value"" style=""line-height: 1.5;"">16-20</span>
</li>
<li>
<span class=""label"" style=""line-height: 1.5;"">Actual Turn Radius @ Specified Length: </span><span class=""value"" style=""line-height: 1.5;"">18m (@ 177cm)</span>
</li>
<li>
<span class=""label"" style=""line-height: 1.5;"">Construction Type: </span><span class=""value"" style=""line-height: 1.5;"">Cap/Sidewall</span>
</li>
<li>
<span class=""label"" style=""line-height: 1.5;"">Core Material: </span><span class=""value"" style=""line-height: 1.5;"">Wood w/ Metal Laminate</span>
</li>
<li>
<span class=""label"" style=""line-height: 1.5;"">Base Material: </span><span class=""value"" style=""line-height: 1.5;"">Sintered</span>
</li>
<li>
<span class=""label"" style=""line-height: 1.5;"">Used: </span><span class=""value"" style=""line-height: 1.5;"">No</span>
</li>
<li>
<span class=""label"" style=""line-height: 1.5;"">Titanium: </span><span class=""value"" style=""line-height: 1.5;"">Yes</span>
</li>
<li>
<span class=""label"" style=""line-height: 1.5;"">Special Features: </span><span class=""value"" style=""line-height: 1.5;"">A.T. RoX Technology</span>
</li>
<li>
<span class=""label"" style=""line-height: 1.5;"">Special Features: </span><span class=""value"" style=""line-height: 1.5;"">Hybritech Sidewall</span>
</li>
<li>
<span class=""value"" style=""line-height: 1.5;""><span class=""value"">*</span></span><span class=""value"" style=""line-height: 1.5;"">Graphic colors may vary</span>
</li>
</ul>
</div>",K2,,Skis,Skis,true,Size,170cm,,,,,,,,,11339.990686948,shopify,deny,manual,799.00,1140.00,true,true,,,,,'886745284628,https://cdn.shopify.com/s/files/1/0976/2819/3061/files/rictor-90xti-skis-linhnguyen4-1.jpg?v=1778661099,1,Rictor 90XTI Skis - linhnguyen4,false,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0976/2819/3061/files/rictor-90xti-skis-linhnguyen4-1.jpg?v=1778661099,lb,,,,,,active
k2-amp-velocity-mens-ski-m3-11-bindings-2015,Velocity Skis,"<p><em>This is a demonstration store. You can purchase products like this from <a href=""//skiandscuba.com"" target=""_blank"">The Ski Chalet &amp; Treasure Cove Scuba</a>.</em></p><ul>
<li><span style=""line-height: 1.5;"">Speed Rocker: Delivering high performance precision, power, agility and edge hold on firm snow.</span></li>
<li><span style=""line-height: 1.5;"">121/72/111</span></li>
<li><span style=""line-height: 1.5;"">Radius: 15m @ 179</span></li>
<li><span style=""line-height: 1.5;"">Core: Fir / Aspen</span></li>
<li><span style=""line-height: 1.5;"">Speed RoX Technology</span></li>
<li><span style=""line-height: 1.5;"">Hybritech Sidewall</span></li>
<li><span style=""line-height: 1.5;"">Carbon Web</span></li>
<li><span style=""line-height: 1.5;"">MOD Technology</span></li>
<li><span style=""line-height: 1.5;"">Triaxial Braid</span></li>
<li><span style=""line-height: 1.5;"">Bindings: K2 / Marker M3 11 TC a</span></li>
<li><span style=""line-height: 1.5;"">*Graphic colors may vary</span></li>
</ul>",K2,,Skis,Skis,true,Size,165cm,,,,,,,,,11339.990686948,shopify,deny,manual,649.00,900.00,true,true,,,,,'886745284444,https://cdn.shopify.com/s/files/1/0976/2819/3061/files/velocity-skis-linhnguyen4-1.jpg?v=1778661098,1,Velocity Skis - linhnguyen4,false,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0976/2819/3061/files/velocity-skis-linhnguyen4-1.jpg?v=1778661098,lb,,,,,,active
k2-amp-velocity-mens-ski-m3-11-bindings-2015,,,,,,,,,172cm,,,,,,,,,11339.990686948,shopify,deny,manual,649.00,900.00,true,true,,,,,'886745284468,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0976/2819/3061/files/velocity-skis-linhnguyen4-1.jpg?v=1778661098,lb,,,,,,
k2-amp-80-xti-mens-skis-mxc-12-bindings-2015,80XTI Skis,"<p><em>This is a demonstration store. You can purchase products like this from <a href=""//skiandscuba.com"" target=""_blank"">The Ski Chalet &amp; Treasure Cove Scuba</a>.</em></p><div class=""attribute"">
<ul>
<li>
<span class=""label"" style=""line-height: 1.5;"">Ski Gear Intended Use: </span><span class=""value"" style=""line-height: 1.5;"">All Mountain</span>
</li>
<li>
<span class=""label"" style=""line-height: 1.5;"">Type: </span><span class=""value"" style=""line-height: 1.5;"">Groomer/On Trail Skis (&lt;85mm)</span>
</li>
<li>
<span class=""label"" style=""line-height: 1.5;"">Bindings Included: </span><span class=""value"" style=""line-height: 1.5;"">Yes</span>
</li>
<li>
<span class=""label"" style=""line-height: 1.5;"">What Binding is Included?: </span><span class=""value"" style=""line-height: 1.5;"">K2/Marker MXC 12</span>
</li>
<li>
<span class=""label"" style=""line-height: 1.5;"">Binding DIN: </span><span class=""value"" style=""line-height: 1.5;"">4-12</span>
</li>
<li>
<span class=""label"" style=""line-height: 1.5;"">Binding Weight Range: </span><span class=""value"" style=""line-height: 1.5;"">100-250 lbs</span>
</li>
<li>
<span class=""label"" style=""line-height: 1.5;"">Waist Width: </span><span class=""value"" style=""line-height: 1.5;"">80mm</span>
</li>
<li>
<span class=""label"" style=""line-height: 1.5;"">Tip/Waist/Tail Widths: </span><span class=""value"" style=""line-height: 1.5;"">125/80/109 (@177cm)</span>
</li>
<li>
<span class=""label"" style=""line-height: 1.5;"">Tail Profile: </span><span class=""value"" style=""line-height: 1.5;"">Flared</span>
</li>
<li>
<span class=""label"" style=""line-height: 1.5;"">Rocker: </span><span class=""value"" style=""line-height: 1.5;"">Tip Rocker/Camber</span>
</li>
<li>
<span class=""label"" style=""line-height: 1.5;"">Flex: </span><span class=""value"" style=""line-height: 1.5;"">Stiff</span>
</li>
<li>
<span class=""label"" style=""line-height: 1.5;"">Turn Radius: </span><span class=""value"" style=""line-height: 1.5;"">16-20</span>
</li>
<li>
<span class=""label"" style=""line-height: 1.5;"">Actual Turn Radius @ Specified Length: </span><span class=""value"" style=""line-height: 1.5;"">17m (@177cm)</span>
</li>
<li>
<span class=""label"" style=""line-height: 1.5;"">Construction Type: </span><span class=""value"" style=""line-height: 1.5;"">Cap/Sidewall</span>
</li>
<li>
<span class=""label"" style=""line-height: 1.5;"">Core Material: </span><span class=""value"" style=""line-height: 1.5;"">Wood w/ Metal Laminate</span>
</li>
<li>
<span class=""label"" style=""line-height: 1.5;"">Base Material: </span><span class=""value"" style=""line-height: 1.5;"">Sintered</span>
</li>
<li>
<span class=""label"" style=""line-height: 1.5;"">Used: </span><span class=""value"" style=""line-height: 1.5;"">No</span>
</li>
<li>
<span class=""label"" style=""line-height: 1.5;"">Titanium: </span><span class=""value"" style=""line-height: 1.5;"">Yes</span>
</li>
<li>
<span class=""label"" style=""line-height: 1.5;"">Special Features: </span><span class=""value"" style=""line-height: 1.5;"">RoX Technology</span>
</li>
<li>
<span class=""label"" style=""line-height: 1.5;"">Special Features: </span><span class=""value"" style=""line-height: 1.5;"">All Terrain Rocker</span>
</li>
<li>
<span class=""value"" style=""line-height: 1.5;""><span class=""value"" style=""line-height: 1.5;"">*</span></span><span class=""value"" style=""line-height: 1.5;"">Graphic colors may vary</span>
</li>
</ul>
</div>",K2,,Skis,Skis,true,Size,170cm,,,,,,,,,11339.990686948,shopify,deny,manual,679.00,960.00,true,true,,,,,'886745285045,https://cdn.shopify.com/s/files/1/0976/2819/3061/files/80xti-skis-linhnguyen4-1.jpg?v=1778661096,1,80XTI Skis - linhnguyen4,false,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0976/2819/3061/files/80xti-skis-linhnguyen4-1.jpg?v=1778661096,lb,,,,,,active
k2-amp-80-xti-mens-skis-mxc-12-bindings-2015,,,,,,,,,177cm,,,,,,,,,11339.990686948,shopify,deny,manual,679.00,960.00,true,true,,,,,'886745285069,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0976/2819/3061/files/80xti-skis-linhnguyen4-1.jpg?v=1778661096,lb,,,,,,
volkl-men-s-kendo-skis-flat-2014,Kendo Skis,"<p><em>This is a demonstration store. You can purchase products like this from <a href=""//skiandscuba.com"" target=""_blank"">The Ski Chalet &amp; Treasure Cove Scuba</a>.</em></p><div class=""v-property"">
<div class=""v-label"">
<ul>
<li><span style=""line-height: 1.5;"">ABILITY</span></li>
<li><span style=""line-height: 1.5;"">Advanced, expert</span></li>
<li><span style=""line-height: 1.5;"">CONDITIONS</span></li>
<li><span style=""line-height: 1.5;"">50% Groomed - 50% Powder</span></li>
<li><span style=""line-height: 1.5;"">CORE</span></li>
<li><span style=""line-height: 1.5;"">""Sensorwood""</span></li>
<li><span style=""line-height: 1.5;"">CONSTRUCTION</span></li>
<li><span style=""line-height: 1.5;"">Tough Box Construction</span></li>
<li><span style=""line-height: 1.5;"">Powered by Titanium</span></li>
<li><span style=""line-height: 1.5;"">ROCKER DESIGN</span></li>
<li><span style=""line-height: 1.5;"">""Tip Rocker""</span></li>
<li><span style=""line-height: 1.5;"">*Graphic colors may vary</span></li>
<li><strong style=""line-height: 1.5;"">*SKI ONLY-NO BINDING</strong></li>
</ul>
</div>
</div>",Volkl,,Skis,Skis,true,Size,177cm,,,,,,,,,9071.983477711,shopify,deny,manual,520.00,775.00,true,true,,,,,'012356010268,https://cdn.shopify.com/s/files/1/0976/2819/3061/files/kendo-skis-linhnguyen4-1.jpg?v=1778661095,1,Kendo Skis - linhnguyen4,false,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0976/2819/3061/files/kendo-skis-linhnguyen4-1.jpg?v=1778661095,lb,,,,,,active
nordica-cruise-60-boot-2016,Cruise 60,"<p><em>This is a demonstration store. You can purchase products like this from <a href=""//skiandscuba.com"" target=""_blank"">The Ski Chalet &amp; Treasure Cove Scuba</a>.</em></p><p><span>The Cruise is the optimal boot for skiers looking for a comfortable product that offers technology and features that will allow them to progress to the next level.</span></p>
<ul>
<li><span style=""line-height: 1.4;"">FLEX: 60</span></li>
<li><span style=""line-height: 1.4;"">LAST: 104</span></li>
<li><span style=""line-height: 1.4;"">SIZE RANGE: 24.0 - 31.0</span></li>
<li><span style=""line-height: 1.4;"">LINER TYPE: PFP Comfort Fit</span></li>
</ul>",Nordica,,Ski Boots,Ski Boots,true,Size,26.5,,Color,Black/Red,,,,,,6350.021024578,shopify,deny,manual,199.00,,true,true,,,,,'885315606051,https://cdn.shopify.com/s/files/1/0976/2819/3061/files/cruise-60-linhnguyen4-1.jpg?v=1778661094,1,Cruise 60 - linhnguyen4,false,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0976/2819/3061/files/cruise-60-linhnguyen4-1.jpg?v=1778661094,lb,,,,,,active
nordica-cruise-60-boot-2016,,,,,,,,,27.5,,,Black/Red,,,,,,6350.021024578,shopify,deny,manual,199.00,,true,true,,,,,'885315606075,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0976/2819/3061/files/cruise-60-linhnguyen4-1.jpg?v=1778661094,lb,,,,,,
nordica-cruise-60-boot-2016,,,,,,,,,28.5,,,Black/Red,,,,,,6350.021024578,shopify,deny,manual,199.00,,true,true,,,,,'885315606099,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0976/2819/3061/files/cruise-60-linhnguyen4-1.jpg?v=1778661094,lb,,,,,,
nordica-cruise-60-boot-2016,,,,,,,,,29.5,,,Black/Red,,,,,,6350.021024578,shopify,deny,manual,199.00,,true,true,,,,,'8034033606115,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0976/2819/3061/files/cruise-60-linhnguyen4-1.jpg?v=1778661094,lb,,,,,,
nordic-cruise-80-boots-2016,Cruise 80,"<p><em>This is a demonstration store. You can purchase products like this from <a href=""//skiandscuba.com"" target=""_blank"">The Ski Chalet &amp; Treasure Cove Scuba</a>.</em></p><p><span>The Cruise is the optimal boot for the skier looking for a comfortable product that offers technology and features that will allow them to advance to the next level.</span></p>
<ul>
<li><span style=""line-height: 1.4;"">FLEX: 80</span></li>
<li><span style=""line-height: 1.4;"">LAST: 104</span></li>
<li><span style=""line-height: 1.4;"">SIZE RANGE: 24.0 - 31.0</span></li>
<li><span style=""line-height: 1.4;"">LINER TYPE: PFP Precision Fit</span></li>
</ul>",Nordica,,Ski Boots,Ski Boots,true,Size,26.5,,Color,Black/Black,,,,,,6350.021024578,shopify,deny,manual,249.00,,true,true,,,,,'885315623133,https://cdn.shopify.com/s/files/1/0976/2819/3061/files/cruise-80-linhnguyen4-1.jpg?v=1778661092,1,Cruise 80 - linhnguyen4,false,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0976/2819/3061/files/cruise-80-linhnguyen4-1.jpg?v=1778661092,lb,,,,,,active
